Group 1,Group 2,Selection Rate 1,Selection Rate 2,Pairwise DP Ratio,Pairwise DP Difference,Pairwise Eq Odds Ratio,Pairwise Eq Odds Difference,Target Group,Target Selection Rate,Rest Selection Rate,One Vs Rest DP Ratio,One Vs Rest DP Difference,One Vs Rest Eq Odds Ratio,One Vs Rest Eq Odds Difference
Female,Male,0.45799392097264435,0.46789772727272727,0.9788333951570785,0.009903806300082918,0.99886772732691,0.0006763453051334967,,,,,,,
,,,,,,,,Female,0.45799392097264435,0.46789772727272727,0.9788333951570785,0.009903806300082918,0.99886772732691,0.0006763453051334967
,,,,,,,,Male,0.46789772727272727,0.45799392097264435,0.9788333951570785,0.009903806300082918,0.99886772732691,0.0006763453051334967
