Group 1,Group 2,Selection Rate 1,Selection Rate 2,Pairwise DP Ratio,Pairwise DP Difference,Pairwise Eq Odds Ratio,Pairwise Eq Odds Difference,Target Group,Target Selection Rate,Rest Selection Rate,One Vs Rest DP Ratio,One Vs Rest DP Difference,One Vs Rest Eq Odds Ratio,One Vs Rest Eq Odds Difference
Female,Male,0.4582370820668693,0.45298295454545456,0.9885340411611472,0.005254127521414742,0.0,0.03189035474962132,,,,,,,
,,,,,,,,Female,0.4582370820668693,0.45298295454545456,0.9885340411611472,0.005254127521414742,0.0,0.03189035474962132
,,,,,,,,Male,0.45298295454545456,0.4582370820668693,0.9885340411611472,0.005254127521414742,0.0,0.03189035474962132
