Group 1,Group 2,Selection Rate 1,Selection Rate 2,Pairwise DP Ratio,Pairwise DP Difference,Pairwise Eq Odds Ratio,Pairwise Eq Odds Difference,Target Group,Target Selection Rate,Rest Selection Rate,One Vs Rest DP Ratio,One Vs Rest DP Difference,One Vs Rest Eq Odds Ratio,One Vs Rest Eq Odds Difference
Female,Male,0.45787234042553193,0.46789772727272727,0.9785735508790968,0.010025386847195339,0.9997535886969894,0.000246373905635755,,,,,,,
,,,,,,,,Female,0.45787234042553193,0.46789772727272727,0.9785735508790968,0.010025386847195339,0.9997535886969894,0.000246373905635755
,,,,,,,,Male,0.46789772727272727,0.45787234042553193,0.9785735508790968,0.010025386847195339,0.9997535886969894,0.000246373905635755
