Group 1,Group 2,Selection Rate 1,Selection Rate 2,Pairwise DP Ratio,Pairwise DP Difference,Pairwise Eq Odds Ratio,Pairwise Eq Odds Difference,Target Group,Target Selection Rate,Rest Selection Rate,One Vs Rest DP Ratio,One Vs Rest DP Difference,One Vs Rest Eq Odds Ratio,One Vs Rest Eq Odds Difference
Female,Male,0.4564133738601824,0.4674005681818182,0.976492980390726,0.010987194321635807,0.997627986783452,0.002369133249066957,,,,,,,
,,,,,,,,Female,0.4564133738601824,0.4674005681818182,0.976492980390726,0.010987194321635807,0.997627986783452,0.002369133249066957
,,,,,,,,Male,0.4674005681818182,0.4564133738601824,0.976492980390726,0.010987194321635807,0.997627986783452,0.002369133249066957
