Group 1,Group 2,Selection Rate 1,Selection Rate 2,Pairwise DP Ratio,Pairwise DP Difference,Pairwise Eq Odds Ratio,Pairwise Eq Odds Difference,Target Group,Target Selection Rate,Rest Selection Rate,One Vs Rest DP Ratio,One Vs Rest DP Difference,One Vs Rest Eq Odds Ratio,One Vs Rest Eq Odds Difference
Female,Male,0.7667477203647416,0.7828835227272727,0.9793892681425712,0.016135802362531093,0.9994349776766106,0.0005647149397698392,,,,,,,
,,,,,,,,Female,0.7667477203647416,0.7828835227272727,0.9793892681425712,0.016135802362531093,0.9994349776766106,0.0005647149397698392
,,,,,,,,Male,0.7828835227272727,0.7667477203647416,0.9793892681425712,0.016135802362531093,0.9994349776766106,0.0005647149397698392
