Group 1,Group 2,Selection Rate 1,Selection Rate 2,Pairwise DP Ratio,Pairwise DP Difference,Pairwise Eq Odds Ratio,Pairwise Eq Odds Difference,Target Group,Target Selection Rate,Rest Selection Rate,One Vs Rest DP Ratio,One Vs Rest DP Difference,One Vs Rest Eq Odds Ratio,One Vs Rest Eq Odds Difference
Female,Male,0.7674164133738601,0.7830255681818182,0.9800655873291565,0.015609154807958103,0.9998748761905616,0.00012509408175742642,,,,,,,
,,,,,,,,Female,0.7674164133738601,0.7830255681818182,0.9800655873291565,0.015609154807958103,0.9998748761905616,0.00012509408175742642
,,,,,,,,Male,0.7830255681818182,0.7674164133738601,0.9800655873291565,0.015609154807958103,0.9998748761905616,0.00012509408175742642
